No,Date,Ticker,Category,Value,Timestamp,Close,Returns
32,38028,ATO,Utilities,0.6724104500118582,1076454000.0,26.15999985,start
33,38028,AEE,Utilities,0.670126898242303,1076454000.0,46.90999985,start
34,38028,ARLP,Energy Minerals,0.6696209419838026,1076454000.0,9.017499924,start
35,38028,SYK,Health Technology,0.6686066839329452,1076454000.0,45.45000076,start
36,38028,MTH,Consumer Durables,0.6573686126467891,1076454000.0,34.71500015,start
37,38042,CWT,Utilities,0.9348702684442802,1077663600.0,14.71000004,-0.000679594
38,38042,BLL,Process Industries,0.9218954040196708,1077663600.0,8.012499809,-0.010243822
39,38042,APA,Energy Minerals,0.9073344078111044,1077663600.0,40.00999832,0.004508938
40,38042,ROST,Retail Trade,0.890755467170076,1077663600.0,8.017499924,0.038784241
41,38042,MATX,Transportation,0.8682156567292828,1077663600.0,16.11599541,-0.017109592
42,38042,BRO,Finance,0.8538386052585076,1077663600.0,9.082500458,0.023392883
43,38042,HUBB,Producer Manufacturing,0.8433408361120861,1077663600.0,39.97000122,-0.000250114
44,38042,GFF,Producer Manufacturing,0.8382739459731676,1077663600.0,22.21999931,-0.025767749
45,38042,SM,Energy Minerals,0.8281932931509846,1077663600.0,15.19499969,0.014584237
46,38042,JBHT,Transportation,0.8203713349824084,1077663600.0,13.15999985,-0.045673413
47,38042,TTC,Producer Manufacturing,0.8020746799967278,1077663600.0,6.724999905,0.120761424
48,38042,SSP,Consumer Services,0.7923215483324089,1077663600.0,130.4214783,-0.00539415
49,38042,MGEE,Utilities,0.791681730775005,1077663600.0,21.03333282,-0.019149904
50,38042,DLX,Commercial Services,0.7902965612324697,1077663600.0,38.97999954,-0.027579235
51,38042,PCAR,Producer Manufacturing,0.7897856638829892,1077663600.0,23.90666771,-0.036865401
52,38042,LII,Producer Manufacturing,0.7838474157985466,1077663600.0,18.68000031,0
53,38042,ESE,Electronic Technology,0.7824581298256793,1077663600.0,23,-0.020228765
54,38042,CAA,Consumer Durables,0.7771744126837455,1077663600.0,123.5749969,-0.030090955
55,38042,NJR,Utilities,0.773120042630714,1077663600.0,12.8166666,-0.039520739
56,38042,SR,Utilities,0.7668828336341985,1077663600.0,30.85000038,0.006830438
57,38042,SSD,Producer Manufacturing,0.7650304207207351,1077663600.0,23.33499908,-0.053807847
58,38042,ESRX,Retail Trade,0.7620323684486668,1077663600.0,8.87749958,0.030160122
59,38042,MSA,Consumer Durables,0.7485954622273134,1077663600.0,24.73999977,-0.120205317
60,38042,AOS,Producer Manufacturing,0.7355744935524029,1077663600.0,5.093332767,-0.049164159
61,38042,ED,Utilities,0.718499456454291,1077663600.0,43.50999832,start
62,38042,IFF,Consumer Non-Durables,0.7119419826258979,1077663600.0,36.56000137,-0.02030664
63,38042,DHI,Consumer Durables,0.706933023261157,1077663600.0,22.84499931,-0.002950385
64,38042,CHH,Consumer Services,0.6873553161841445,1077663600.0,21.77000046,0.120168751
65,38042,SWN,Energy Minerals,0.6872673091021706,1077663600.0,2.643749952,0.001892997
66,38042,FCFS,Finance,0.6765542463711586,1077663600.0,10.98666668,0.027997517
67,38042,SHW,Process Industries,0.6752033981708634,1077663600.0,11.55000019,-0.035718088
68,38042,AEE,Utilities,0.6659952075753233,1077663600.0,46.34000015,-0.012225347
69,38042,INGR,Process Industries,0.6654229646563214,1077663600.0,18.67000008,start
70,38042,MTH,Consumer Durables,0.665340350549334,1077663600.0,35.54499817,0.023627573
71,38042,SYK,Health Technology,0.6602322683946213,1077663600.0,44.56000137,-0.019776211
72,38042,FICO,Technology Services,0.6543304976160845,1077663600.0,38.8133316,start
73,38042,NKE,Consumer Non-Durables,0.6479658159096976,1077663600.0,9.296250343,start
74,38056,BLL,Process Industries,0.9265431183420968,1078873200.0,8.258749962,0.030270441
75,38056,APA,Energy Minerals,0.9095917206706452,1078873200.0,41.04999924,0.025661436
76,38056,CWT,Utilities,0.8975244420133648,1078873200.0,14.64999962,-0.004087228
77,38056,ROST,Retail Trade,0.8693150827577191,1078873200.0,7.125,-0.118016917
78,38056,BRO,Finance,0.8586715770411929,1078873200.0,9.430000305,0.037546593
79,38056,SHW,Process Industries,0.8312265102607409,1078873200.0,11.38333321,-0.014535167
80,38056,GFF,Producer Manufacturing,0.8311008413600918,1078873200.0,21.90999985,-0.014049607
81,38056,MATX,Transportation,0.8145705555169606,1078873200.0,15.8378849,-0.017407434
82,38056,ESRX,Retail Trade,0.8048456253097805,1078873200.0,9.244999886,0.040562914
83,38056,TTC,Producer Manufacturing,0.803109584808511,1078873200.0,6.963749886,0.034886195
84,38056,DLX,Commercial Services,0.801545178932451,1078873200.0,39.25,0.006902762
85,38056,PCAR,Producer Manufacturing,0.797529317172881,1078873200.0,22.55111122,-0.058373061
86,38056,MGEE,Utilities,0.7968559709661349,1078873200.0,20.24666786,-0.038118227
87,38056,SSP,Consumer Services,0.7942837849118709,1078873200.0,129.6495056,-0.005936648
88,38056,KBH,Consumer Durables,0.7839943211116893,1078873200.0,38.23500061,start
89,38056,CBRL,Consumer Services,0.782063250821353,1078873200.0,38.95000076,start
90,38056,NJR,Utilities,0.7813939363084078,1078873200.0,12.7033329,-0.00888201
91,38056,LII,Producer Manufacturing,0.7768075527033744,1078873200.0,19,0.01698553
92,38056,CAA,Consumer Durables,0.7766181507134791,1078873200.0,137.6499939,0.107865953
93,38056,SR,Utilities,0.7728018754806247,1078873200.0,30.70000076,-0.004874083
94,38056,FDX,Transportation,0.7684068950144191,1078873200.0,66.19999695,start
95,38056,MSA,Consumer Durables,0.7589765113982311,1078873200.0,24.31999969,-0.017122313
96,38056,SM,Energy Minerals,0.7547745165037925,1078873200.0,16.66500092,0.09234436
97,38056,NKE,Consumer Non-Durables,0.7513538385824658,1078873200.0,9.581250191,0.030196954
98,38056,ESE,Electronic Technology,0.7491529451699617,1078873200.0,22.31500053,-0.030235094
99,38056,AOS,Producer Manufacturing,0.7472154044533826,1078873200.0,5.135000229,0.008147504
100,38056,SSD,Producer Manufacturing,0.7470005094870859,1078873200.0,22.76499939,-0.024730098
101,38056,HSIC,Distribution Services,0.7310998388284048,1078873200.0,14.16862679,start
102,38056,ED,Utilities,0.7226412762288281,1078873200.0,44.33000183,0.018670932
103,38056,IFF,Consumer Non-Durables,0.7186420329996295,1078873200.0,37.61999893,0.028581011
104,38056,DHI,Consumer Durables,0.7084096685695738,1078873200.0,25.40999985,0.106410546
105,38056,CHH,Consumer Services,0.6965800903686259,1078873200.0,22.21500015,0.020234847
106,38056,INGR,Process Industries,0.6910793838784786,1078873200.0,19.29999924,0.033187095
107,38056,CAT,Producer Manufacturing,0.6819814686672327,1078873200.0,36.75500107,start
108,38056,MTH,Consumer Durables,0.6785330988696925,1078873200.0,37.06000137,0.04173881
109,38056,FCFS,Finance,0.6744683987516966,1078873200.0,11.40999985,0.037807733
110,38056,TJX,Retail Trade,0.6731140064867348,1078873200.0,5.980000019,start
111,38056,SYK,Health Technology,0.6701917884894121,1078873200.0,45.36999893,0.018014444
112,38070,INT,Distribution Services,0.9379340435245528,1080082800.0,8.460000038,start
113,38070,SHW,Process Industries,0.9289620675621324,1080082800.0,11.64333344,0.022583493
114,38070,ROST,Retail Trade,0.8678108836836091,1080082800.0,7.275000095,0.0208341
115,38070,ARLP,Energy Minerals,0.8340584589129956,1080082800.0,9.715000153,0.074503973
116,38070,MATX,Transportation,0.8205801855905732,1080082800.0,15.20014954,-0.041099583
117,38070,GFF,Producer Manufacturing,0.8196901728487285,1080082800.0,21,-0.042420709
118,38070,BLL,Process Industries,0.8116497232106628,1080082800.0,8.141249657,-0.014329551
119,38070,CBRL,Consumer Services,0.7992843705027386,1080082800.0,37.90000153,-0.02732764
120,38070,NJR,Utilities,0.7966139178108576,1080082800.0,12.31999969,-0.030640459
121,38070,ESRX,Retail Trade,0.7899790778614477,1080082800.0,9.123749733,-0.013201978
122,38070,KBH,Consumer Durables,0.789281352626003,1080082800.0,38.90000153,0.017242947
123,38070,SM,Energy Minerals,0.7878948144757398,1080082800.0,16.06999969,-0.036356606
124,38070,CAA,Consumer Durables,0.7812224161065534,1080082800.0,138.5249939,0.006336583
125,38070,SR,Utilities,0.7790718205798348,1080082800.0,30,-0.023065298
126,38070,INGR,Process Industries,0.7787196007346197,1080082800.0,18.96999931,-0.017246309
127,38070,MGEE,Utilities,0.7777902267644172,1080082800.0,20,-0.012257956
128,38070,LII,Producer Manufacturing,0.7676598749838734,1080082800.0,18.19000053,-0.043566957
129,38070,TTC,Producer Manufacturing,0.760657145624227,1080082800.0,7.300000191,0.047156268
130,38070,AOS,Producer Manufacturing,0.7602688633011871,1080082800.0,4.833333015,-0.060543593
131,38070,NKE,Consumer Non-Durables,0.7470445443989657,1080082800.0,9.574999809,-0.000652568
132,38070,UBA,Finance,0.7411224143460022,1080082800.0,16.12000084,start
133,38070,HSC,Industrial Services,0.7400983079866145,1080082800.0,21.59499931,start
134,38070,NUS,Consumer Non-Durables,0.7400239037859698,1080082800.0,19.03000069,start
135,38070,ESE,Electronic Technology,0.7321146012687779,1080082800.0,21.98999977,-0.014671328
136,38070,SSD,Producer Manufacturing,0.7269115017280945,1080082800.0,22.88999939,0.005475865
137,38070,APA,Energy Minerals,0.726178412467714,1080082800.0,40.5,-0.013488843
138,38070,HSIC,Distribution Services,0.7189069350061369,1080082800.0,13.64313698,-0.037793529
139,38070,ED,Utilities,0.7140234550142968,1080082800.0,43.95000076,-0.008609049
140,38070,DHI,Consumer Durables,0.7091713466310932,1080082800.0,25.31999969,-0.003548206
141,38070,CAT,Producer Manufacturing,0.6984537177380865,1080082800.0,38.16500092,0.037644589
142,38070,CHH,Consumer Services,0.6816737639265349,1080082800.0,21.80500031,-0.018628428
143,38070,SRCL,Industrial Services,0.6797395450739342,1080082800.0,23.48999977,start
144,38070,HUBB,Producer Manufacturing,0.6790767241947947,1080082800.0,38.81999969,-0.029193633
145,38070,TJX,Retail Trade,0.6757052237799726,1080082800.0,5.909999847,-0.011774766
146,38070,SYNT,Technology Services,0.6709956105882343,1080082800.0,12.35999966,start
147,38070,AEE,Utilities,0.6653612145077918,1080082800.0,45.97000122,-0.008016486
148,38070,OSK,Producer Manufacturing,0.6629057701105228,1080082800.0,26.60499954,start
149,38084,SHW,Process Industries,0.9484413703941128,1081288800.0,12.53999996,0.074189753
150,38084,INT,Distribution Services,0.9374423390111302,1081288800.0,10.02499962,0.169732757
151,38084,WWW,Consumer Non-Durables,0.926180295155237,1081288800.0,8.313332558,start
152,38084,AME,Producer Manufacturing,0.9092059184514392,1081288800.0,7.884444237,start
153,38084,MGEE,Utilities,0.8866614117070939,1081288800.0,21.24666786,0.060467803
154,38084,PCAR,Producer Manufacturing,0.8774432871943764,1081288800.0,25.95999908,0.140772514
155,38084,NJR,Utilities,0.8764220285180808,1081288800.0,12.7733326,0.036135673
156,38084,SRE,Utilities,0.8743174437183661,1081288800.0,32.18999863,start
157,38084,GFF,Producer Manufacturing,0.8536514897747737,1081288800.0,22.55999947,0.071655965
158,38084,HUBB,Producer Manufacturing,0.8527271734158881,1081288800.0,43.16999817,0.106210197
159,38084,DLX,Commercial Services,0.8526793631359469,1081288800.0,40.93000031,0.041911854
160,38084,HSY,Consumer Non-Durables,0.8405201478613256,1081288800.0,41.69499969,start
161,38084,PENN,Consumer Services,0.8177899489851777,1081288800.0,3.190141916,start
162,38084,INGR,Process Industries,0.8117270742313939,1081288800.0,20.53499985,0.079271992
163,38084,NXGN,Technology Services,0.8103513562574889,1081288800.0,6.096250057,start
164,38084,UVV,Consumer Non-Durables,0.8072622434582125,1081288800.0,52.29999924,start
165,38084,CAT,Producer Manufacturing,0.8037681489014284,1081288800.0,41.04999924,0.072871928
166,38084,HSC,Industrial Services,0.7937444800893718,1081288800.0,23.17000008,0.070396567
167,38084,BMS,Process Industries,0.7933048612211772,1081288800.0,26.45999908,start
168,38084,TTC,Producer Manufacturing,0.7928931333705144,1081288800.0,7.625,0.043557948
169,38084,IFF,Consumer Non-Durables,0.7919089868155406,1081288800.0,35.24000168,-0.065353947
170,38084,LII,Producer Manufacturing,0.7911337278687981,1081288800.0,18.75,0.030321731
171,38084,ARLP,Energy Minerals,0.7854576013158787,1081288800.0,9.797499657,0.008456118
172,38084,NKE,Consumer Non-Durables,0.785157237469843,1081288800.0,9.59375,0.00195633
173,38084,KBH,Consumer Durables,0.7850856017602674,1081288800.0,37.90999985,-0.025779364
174,38084,CBRL,Consumer Services,0.7847714282939031,1081288800.0,40.90999985,0.076423376
175,38084,MATX,Transportation,0.7808692055001187,1081288800.0,16.36054039,0.073567096
176,38084,AN,Retail Trade,0.7734302073018015,1081288800.0,17.44000053,start
177,38084,MGRC,Finance,0.7696205017018501,1081288800.0,15.86999989,start
178,38084,LSTR,Transportation,0.7569324053410487,1081288800.0,21.15999985,start
179,38084,SSD,Producer Manufacturing,0.7557438901493767,1081288800.0,24.83499908,0.081553804
180,38084,ROK,Producer Manufacturing,0.7548173892079383,1081288800.0,35.20000076,start
181,38084,GXP,Utilities,0.7449046555578211,1081288800.0,33.99000168,start
182,38084,FOSL,Consumer Durables,0.7366085395582668,1081288800.0,24.20000076,start
183,38084,WRLD,Finance,0.7359119199648312,1081288800.0,19.79000092,start
184,38084,ESE,Electronic Technology,0.7286939770754326,1081288800.0,23.70999908,0.075309067
185,38084,MTH,Consumer Durables,0.7148478242970083,1081288800.0,36.04999924,-0.027631415
186,38084,EXPD,Transportation,0.6994150918016848,1081288800.0,20.72500038,start
187,38084,BLK,Finance,0.6976635590109547,1081288800.0,63.91999817,start
188,38098,UVV,Consumer Non-Durables,0.9535907230671762,1082498400.0,52.20000076,-0.001913847
189,38098,SHW,Process Industries,0.948090657262814,1082498400.0,12.69333267,0.012153337
190,38098,INT,Distribution Services,0.929843456132963,1082498400.0,10.52000046,0.048196316
191,38098,WWW,Consumer Non-Durables,0.923753740950432,1082498400.0,8.766667366,0.053096172
192,38098,AME,Producer Manufacturing,0.9060004508739554,1082498400.0,8.222222328,0.041948794
193,38098,NJR,Utilities,0.8777455462687761,1082498400.0,12.4766674,-0.023499314
194,38098,SRE,Utilities,0.8712702337321458,1082498400.0,31.20000076,-0.031237683
195,38098,DLX,Commercial Services,0.8478992460396214,1082498400.0,41.50999832,0.014071024
196,38098,HSY,Consumer Non-Durables,0.844670097159682,1082498400.0,42.32500076,0.014996736
197,38098,PCAR,Producer Manufacturing,0.8322966537985784,1082498400.0,25.42666626,-0.020758381
198,38098,HUBB,Producer Manufacturing,0.8299380322994547,1082498400.0,44.02999878,0.019725425
199,38098,ROST,Retail Trade,0.8298734049446095,1082498400.0,7.682499886,0.054501174
200,38098,INGR,Process Industries,0.8261774287754093,1082498400.0,21.01000023,0.022867786
201,38098,PENN,Consumer Services,0.8157638585480781,1082498400.0,3.384581089,0.05916474
202,38098,HSC,Industrial Services,0.8114082164248705,1082498400.0,22.19499969,-0.042991317
203,38098,BMS,Process Industries,0.8100237233778107,1082498400.0,25.70999908,-0.028754138
204,38098,TTC,Producer Manufacturing,0.8017927006267916,1082498400.0,7.287499905,-0.045271784
#ARG!
206,38098,MGRC,Finance,0.7878225364099858,1082498400.0,16.125,0.015940335
207,38098,HNI,Producer Manufacturing,0.7846823503627547,1082498400.0,39.25,start
208,38098,ARLP,Energy Minerals,0.7807673662803,1082498400.0,8.715000153,-0.11708152
209,38098,CBRL,Consumer Services,0.7790298897115115,1082498400.0,38.25999832,-0.066969608
210,38098,AN,Retail Trade,0.7715112880806814,1082498400.0,17,-0.025553105
211,38098,KBH,Consumer Durables,0.7699800370061122,1082498400.0,35.59999847,-0.062869331
212,38098,IFF,Consumer Non-Durables,0.7694926103941813,1082498400.0,36.02000046,0.021892504
213,38098,SSD,Producer Manufacturing,0.767182575208904,1082498400.0,24.875,0.001609371
214,38098,MATX,Transportation,0.7625560211492354,1082498400.0,15.78514004,-0.035803368
215,38098,LSTR,Transportation,0.7585588685000054,1082498400.0,22.46999931,0.060068456
216,38098,ROK,Producer Manufacturing,0.7475727101921482,1082498400.0,34.50999832,-0.019797016
217,38098,FOSL,Consumer Durables,0.7328034815535802,1082498400.0,25.17000008,0.039300147
218,38098,WRLD,Finance,0.7299060365306771,1082498400.0,17.29999924,-0.134470348
219,38098,HIBB,Retail Trade,0.7260884784104503,1082498400.0,15.33333302,start
220,38098,ESE,Electronic Technology,0.7200358480088982,1082498400.0,24.14999962,0.018387503
221,38098,MTH,Consumer Durables,0.7154467791102059,1082498400.0,33.5,-0.073361404
222,38098,EXP,Non-Energy Minerals,0.7146064240365846,1082498400.0,20.2033329,start
223,38098,BLK,Finance,0.7001111802832872,1082498400.0,61.34999847,-0.041037127
224,38112,SRE,Utilities,0.9638862257261054,1083708000.0,32.88999939,0.052750522
225,38112,UVV,Consumer Non-Durables,0.9549392392196046,1083708000.0,50.88999939,-0.025416081
226,38112,SHW,Process Industries,0.9479587599197662,1083708000.0,12.7033329,0.000787523
227,38112,AME,Producer Manufacturing,0.9057366199159546,1083708000.0,8.014815331,-0.025548783
228,38112,MATX,Transportation,0.8945945302308178,1083708000.0,15.33920479,-0.028657038
229,38112,INT,Distribution Services,0.8923450064697486,1083708000.0,11.08749962,0.052540062
230,38112,NJR,Utilities,0.871182130556524,1083708000.0,12.85666656,0.030002183
#ARG!
232,38112,DLX,Commercial Services,0.8674198638109256,1083708000.0,42.34999847,0.020034063
233,38112,INGR,Process Industries,0.8522683497131841,1083708000.0,22.27499962,0.05846643
234,38112,IMO,Energy Minerals,0.8499158568460575,1083708000.0,15.48333263,start
235,38112,HSC,Industrial Services,0.8382177608973094,1083708000.0,21.91500092,-0.012695649
236,38112,BMS,Process Industries,0.8375254825726912,1083708000.0,27.53000069,0.068396358
237,38112,HUBB,Producer Manufacturing,0.8321668797732873,1083708000.0,45.47000122,0.032181603
238,38112,PCAR,Producer Manufacturing,0.8274106955579901,1083708000.0,25.13777733,-0.011426689
239,38112,PENN,Consumer Services,0.8119531762851208,1083708000.0,3.365362883,-0.005694346
240,38112,WSM,Retail Trade,0.8061996912124538,1083708000.0,32.61000061,start
241,38112,LSTR,Transportation,0.7899595345756176,1083708000.0,22.82500076,0.015675404
242,38112,CBRL,Consumer Services,0.7891708936549718,1083708000.0,37.18999863,-0.028365049
243,38112,ARLP,Energy Minerals,0.7874710689656811,1083708000.0,10.14999962,0.152427971
244,38112,HNI,Producer Manufacturing,0.7847080391875849,1083708000.0,37.29999924,-0.050958138
245,38112,SSD,Producer Manufacturing,0.76991546310601,1083708000.0,26.875,0.077333203
246,38112,KBH,Consumer Durables,0.7661557745215287,1083708000.0,34.70000076,-0.025605886
247,38112,IFF,Consumer Non-Durables,0.7592578215190674,1083708000.0,36.18000031,0.004432136
248,38112,DVA,Health Services,0.7526331977887294,1083708000.0,16.64333344,start
249,38112,MGRC,Finance,0.7485671230295063,1083708000.0,15.92500019,-0.012480649
250,38112,ESE,Electronic Technology,0.7414435541121812,1083708000.0,24.60000038,0.018462094
251,38112,FOSL,Consumer Durables,0.7399717298734131,1083708000.0,24.54000092,-0.025348336
252,38112,HIBB,Retail Trade,0.7358718998765188,1083708000.0,16.39999962,0.067252224
253,38112,WRLD,Finance,0.7356958763991297,1083708000.0,16.25,-0.062613549
254,38112,SWN,Energy Minerals,0.7291079408937808,1083708000.0,3.306250095,0.2236163
255,38112,AN,Retail Trade,0.7246452967524003,1083708000.0,16.87999916,-0.007083905
256,38112,EXP,Non-Energy Minerals,0.7185054011558807,1083708000.0,21.61000061,0.067308613
257,38112,MTH,Consumer Durables,0.7179248283412213,1083708000.0,34.91500092,0.041371124
258,38126,SRE,Utilities,0.9647754314916132,1084917600.0,31.07999992,-0.056604119
259,38126,UVV,Consumer Non-Durables,0.9556168848681476,1084917600.0,47.83000183,-0.062013333
260,38126,MGEE,Utilities,0.9493562515359676,1084917600.0,19.0466671,-0.109307946
261,38126,MATX,Transportation,0.9178031991967124,1084917600.0,14.52405453,-0.054605748
262,38126,PCAR,Producer Manufacturing,0.8924273455748266,1084917600.0,23.63111115,-0.061807675
263,38126,NJR,Utilities,0.881676354543451,1084917600.0,12.23999977,-0.049153217
#ARG!
265,38126,IMO,Energy Minerals,0.8573393133793248,1084917600.0,14.88333321,-0.039522121
266,38126,INT,Distribution Services,0.8500976610333598,1084917600.0,10.47749996,-0.056588216
267,38126,CAT,Producer Manufacturing,0.8410826867345593,1084917600.0,36.90000153,-0.106579225
268,38126,PAA,Industrial Services,0.8399720040365324,1084917600.0,15.60999966,start
269,38126,PENN,Consumer Services,0.8128838901822167,1084917600.0,3.157358885,-0.063799915
270,38126,LSTR,Transportation,0.8079066525502258,1084917600.0,22.39999962,-0.018795518
271,38126,SWN,Energy Minerals,0.805837422192273,1084917600.0,3.133749962,-0.053584287
272,38126,WSM,Retail Trade,0.8056599603887401,1084917600.0,30.52000046,-0.066236787
273,38126,EQT,Energy Minerals,0.7991313611874179,1084917600.0,12.765378,start
274,38126,AME,Producer Manufacturing,0.7971486963136589,1084917600.0,7.629630089,-0.049252382
275,38126,SSD,Producer Manufacturing,0.7895382344519314,1084917600.0,25.64999962,-0.04665293
276,38126,ANSS,Technology Services,0.7872769119776973,1084917600.0,9.774999619,start
277,38126,CBRL,Consumer Services,0.7832378809933659,1084917600.0,34.18999863,-0.084106708
278,38126,GPC,Distribution Services,0.781628427084611,1084917600.0,36.45000076,start
279,38126,NWN,Utilities,0.7807922643506295,1084917600.0,28.14999962,start
280,38126,IFF,Consumer Non-Durables,0.7787793022935783,1084917600.0,34.90000153,-0.036019615
281,38126,MTH,Consumer Durables,0.7743939656618196,1084917600.0,31.27000046,-0.110257376
282,38126,KBH,Consumer Durables,0.7720202147890274,1084917600.0,30.53000069,-0.12802988
283,38126,ESE,Electronic Technology,0.7715638765311311,1084917600.0,24.22999954,-0.015154943
284,38126,DVA,Health Services,0.7693490228077503,1084917600.0,15.21666718,-0.08961839
285,38126,INGR,Process Industries,0.7682726343713289,1084917600.0,22.04999924,-0.010152389
286,38126,EXP,Non-Energy Minerals,0.7544436759382254,1084917600.0,20.79000092,-0.038684053
287,38126,HNI,Producer Manufacturing,0.7465793716814857,1084917600.0,38.79999924,0.039426921
288,38126,HIBB,Retail Trade,0.7446014155170807,1084917600.0,14.98666668,-0.090120394
289,38126,FINL,Retail Trade,0.7404305890144562,1084917600.0,15.72500038,start
290,38126,SHW,Process Industries,0.7402568882339602,1084917600.0,12.44999981,-0.020143785
291,38126,ADTN,Electronic Technology,0.7356942004762325,1084917600.0,25.85000038,start
292,38126,WRLD,Finance,0.7351097348337667,1084917600.0,17.38999939,0.067802384
293,38126,HUBB,Producer Manufacturing,0.7342156131707018,1084917600.0,42.36999893,-0.070612255
294,38126,DLX,Commercial Services,0.7305810627087397,1084917600.0,42.47999954,0.003064981
295,38126,AN,Retail Trade,0.7298711886590908,1084917600.0,15.57999992,-0.080141404
296,38126,CHH,Consumer Services,0.726648802935543,1084917600.0,23.17499924,0.060934763
297,38126,EXPD,Transportation,0.7263844133059075,1084917600.0,21.82500076,0.051715417
298,38140,UVV,Consumer Non-Durables,0.9542881281830063,1086127200.0,47.72999954,-0.002092975
299,38140,MGEE,Utilities,0.9493402480222358,1086127200.0,20.07999992,0.05283216
300,38140,MATX,Transportation,0.9212107049183066,1086127200.0,15.74198532,0.080525159
301,38140,DLX,Commercial Services,0.8807135248497414,1086127200.0,43,0.01216675
302,38140,PCAR,Producer Manufacturing,0.8732497548532506,1086127200.0,25.29777718,0.06815242
303,38140,CBRL,Consumer Services,0.8644289724392096,1086127200.0,32.45000076,-0.052232697
304,38140,IMO,Energy Minerals,0.8574325367860003,1086127200.0,14.90333271,0.00134285
305,38140,PAA,Industrial Services,0.8420942680427663,1086127200.0,15.96500015,0.022487123
306,38140,INT,Distribution Services,0.8323788397874525,1086127200.0,11.04249954,0.052521326
307,38140,CAT,Producer Manufacturing,0.8250546814111517,1086127200.0,38.20999908,0.034885645
308,38140,LSTR,Transportation,0.8250252873299235,1086127200.0,24.69499969,0.09753984
309,38140,GFF,Producer Manufacturing,0.8230956318682222,1086127200.0,22.95000076,0.060624637
310,38140,PENN,Consumer Services,0.8208520886012766,1086127200.0,3.445625067,0.087369448
311,38140,STZ,Consumer Non-Durables,0.8192592080791485,1086127200.0,18.45000076,start
312,38140,SRE,Utilities,0.8172171361563044,1086127200.0,33.45000076,0.073487286
313,38140,WSM,Retail Trade,0.814867727647869,1086127200.0,32.68999863,0.068686957
314,38140,SSD,Producer Manufacturing,0.8082324730691971,1086127200.0,27.74500084,0.078512117
315,38140,EQT,Energy Minerals,0.7999971249608017,1086127200.0,13.19814873,0.033339909
316,38140,SWN,Energy Minerals,0.7996121736743995,1086127200.0,3.212500095,0.024819122
317,38140,AME,Producer Manufacturing,0.7949133805180383,1086127200.0,8.13037014,0.063567087
318,38140,ANSS,Technology Services,0.7844478041106543,1086127200.0,10.93000031,0.111683263
319,38140,ESE,Electronic Technology,0.7817494436664977,1086127200.0,24.68000031,0.018401695
320,38140,NWN,Utilities,0.7809996077119128,1086127200.0,29.31999969,0.040722526
321,38140,MTH,Consumer Durables,0.7806459221376226,1086127200.0,33.92499924,0.081492997
322,38140,KBH,Consumer Durables,0.7726575755934298,1086127200.0,32.72999954,0.069582245
